Date,Tileflowmm,Surfaceflowmm,TilePg/ha,SurPg/ha,TileNo3kg/ha,SurNo3kg/ha,VWC_10cm,VWC_20cm,VWC_50cm,TMP_10cm,TMP_20cm,TMP_50cm
11/7/2020,0.0001,0,0.0002,0,0,0,0.3036875,0.424625,0.455291667,10.46296296,10.39699074,10.8912037
11/8/2020,0,0,0,0,0,0,0.298104167,0.4198125,0.453104167,10.87384259,10.41203704,10.93518519
11/9/2020,0,0,0,0,0,0,0.293041667,0.418729167,0.453854167,11.93634259,11.10416667,11.02777778
11/10/2020,0.0002,0,0.0002,0,0,0,0.2885,0.419958333,0.453854167,13.45023148,12.17939815,11.39699074
11/11/2020,0.0002,0,0.0002,0,0,0,0.283583333,0.419333333,0.453416667,13.24074074,13.07175926,11.94444444
11/12/2020,0,0,0,0,0,0,0.275208333,0.412416667,0.453583333,8.828703704,10.39351852,11.99421296
11/13/2020,0,0,0,0,0,0,0.273354167,0.407625,0.4533125,7.508101852,8.935185185,11.29861111
11/14/2020,0,0,0,0,0,0,0.268208333,0.402229167,0.451395833,4.909722222,7.241898148,10.61689815
11/15/2020,0.0394,0,0.0392,0,0.0009,0,0.342875,0.425083333,0.453166667,7.299768519,7.747685185,9.905092593
11/16/2020,0.0286,0,0.0343,0,0.001,0,0.344,0.432395833,0.461625,5.842592593,7.168981481,9.706018519
11/17/2020,0.0104,0,0.0066,0,0.0005,0,0.331,0.429104167,0.461416667,5.489583333,6.667824074,9.293981481
11/18/2020,0.0059,0,0.001,0,0.0003,0,0.3235625,0.425229167,0.458375,4.032407407,5.635416667,8.863425926
11/19/2020,0.0147,0,0.0037,0,0.0007,0,0.3226875,0.4226875,0.455395833,5.613425926,5.8125,8.342592593
11/20/2020,0.0074,0,0.0011,0,0.0003,0,0.32075,0.424729167,0.454708333,8.50462963,7.650462963,8.400462963
11/21/2020,0.0038,0,0.0008,0,0.0002,0,0.314145833,0.425208333,0.455229167,8.063657407,8.238425926,8.853009259
11/22/2020,0.7991,0,0.1632,0,0.0552,0,0.3495,0.433333333,0.4598125,6.340277778,7.444444444,8.974537037
11/23/2020,0.5743,0,0.0811,0,0.0383,0,0.353416667,0.435854167,0.4669375,5.810185185,6.642361111,8.675925926
11/24/2020,0.3854,0,0.0452,0,0.0236,0,0.340375,0.431395833,0.463208333,4.034722222,5.643518519,8.342592593
11/25/2020,2.9495,0,0.3569,0,0.1995,0,0.377291667,0.438458333,0.470291667,5.767361111,5.936342593,7.886574074
11/26/2020,4.2581,0,0.5359,0,0.3073,0,0.38025,0.444395833,0.489791667,8.085648148,7.608796296,7.923611111
11/27/2020,1.2489,0,0.1544,0,0.0944,0,0.352479167,0.4366875,0.4724375,7.613425926,7.803240741,8.391203704
11/28/2020,0.7164,0,0.096,0,0.0529,0,0.345083333,0.434395833,0.467958333,6.303240741,7.166666667,8.488425926
11/29/2020,0.5691,0,0.0768,0,0.0391,0,0.338520833,0.430645833,0.467708333,4.951388889,6.050925926,8.25462963
11/30/2020,2.5701,0,0.4643,0,0.1866,0,0.3766875,0.437,0.473083333,4.582175926,5.844907407,7.925925926
12/1/2020,1.9178,0,0.3089,0,0.1523,0,0.3675,0.4361875,0.479958333,3.275462963,4.739583333,7.634259259
12/2/2020,1.299,0,0.1647,0,0.1098,0,0.357708333,0.434208333,,3.209490741,4.486111111,
12/3/2020,1.1478,0,0.1281,0,0.0921,0,0.353765957,0.432543478,,2.892434988,4.234299517,
12/4/2020,2.5159,0,0.4371,0,0.147,0,0.360195652,0.432333333,,2.917874396,4.05308642,
12/5/2020,1.4328,0,0.2005,0,0.0952,0,0.365818182,0.436295455,,2.806818182,3.851010101,
12/6/2020,0.876,0,0.112,0,0.0692,0,0.351,0.431255319,,2.178743961,3.527186761,
12/7/2020,0.6276,0,0.0739,0,0.0503,0,0.344545455,0.4275,,2.167929293,3.343434343,
12/8/2020,0.5266,0,0.0596,0,0.0423,0,0.3393125,0.424958333,,1.862268519,3.155092593,
12/9/2020,0.4843,0,0.0592,0,0.0385,0,0.344680851,0.426386364,,2.890070922,3.406565657,
12/10/2020,0.3732,0,0.0484,0,0.0291,0,0.35093617,0.430130435,,3.257683215,3.65942029,
12/11/2020,0.3723,0,0.0484,0,0.0285,0,0.348041667,0.429869565,,4.318287037,4.166666667,
12/12/2020,0.397,0,0.0538,0,0.0297,0,0.3631875,0.436543478,,6.501157407,5.722222222,
12/13/2020,0.2439,0,0.0379,0,0.018,0,0.355708333,0.435510638,,5.203703704,5.815602837,
12/14/2020,0.251,0,0.0408,0,0.0182,0,0.343791667,0.431791667,,3.634259259,4.854166667,
12/15/2020,0.1853,0,0.023,0,0.0134,0,0.334531915,0.426666667,0.453,1.569739953,3.309027778,5.768518519
12/16/2020,0.2919,0,0.037,0,0.0214,0,0.333125,0.426145833,0.456854167,1.070601852,2.445601852,5.393518519
12/17/2020,0.1013,0,0.0136,0,0.0073,0,0.331291667,0.425416667,0.454666667,1.247685185,2.341435185,4.983796296
12/18/2020,0.0515,0,0.0071,0,0.0036,0,0.344854167,0.426520833,0.453166667,1.721064815,2.527777778,4.837962963
12/19/2020,0.1033,0,0.0139,0,0.0071,0,0.353791667,0.4309375,0.453708333,1.381944444,2.424768519,4.729166667
12/20/2020,0.2832,0,0.0366,0,0.0196,0,0.36625,0.434666667,0.457458333,2.758101852,3.015046296,4.634259259
12/21/2020,0.3483,0,0.0432,0,0.0245,0,0.353208333,0.432833333,0.463666667,2.326388889,3.001157407,4.752314815
12/22/2020,0.1645,0,0.02,0,0.0117,0,0.3495625,0.432583333,0.461291667,3.0625,3.454861111,4.799768519
12/23/2020,0.2901,0,0.0368,0,0.0207,0,0.344125,0.430916667,0.459,2.711805556,3.225694444,4.871527778
12/24/2020,0.2558,0,0.0332,0,0.0183,0,0.355166667,0.433958333,0.459479167,3.31712963,3.9375,4.967592593
12/25/2020,0.1835,0,0.0239,0,0.013,0,0.33725,0.428979167,0.459541667,0.820601852,2.392361111,4.91087963
12/26/2020,0.1197,0,0.0156,0,0.0085,0,0.324625,0.424041667,0.45825,0.386574074,1.709490741,4.456018519
12/27/2020,0.1274,0,0.0166,0,0.009,0,0.311375,0.421375,0.455583333,0.173611111,1.384259259,4.106481481
12/28/2020,0.0493,0,0.0135,0,0.0034,0,0.350708333,0.423083333,0.455520833,0.37037037,1.30787037,3.849537037
12/29/2020,0.0248,0,0.0384,0,0.0015,0,0.339375,0.427770833,0.456104167,0.613425926,1.425925926,3.6875
12/30/2020,0.2231,0,0.4708,0,0.0121,0,0.361020833,0.430479167,0.458083333,1.255787037,1.564814815,3.575231481
12/31/2020,0.4267,0,0.8963,0,0.0229,0,0.367083333,0.4325625,0.4685,1.232638889,1.938657407,3.570601852
1/1/2021,4.2151,0.0151,0.8439,0.0071,0.3267,0.0015,0.41975,0.4408125,0.4881875,0.844907407,1.640046296,3.541666667
1/2/2021,7.7771,0,1.8765,0,0.659,0,0.448833333,0.4535625,0.5269375,1.571759259,1.771990741,3.349537037
1/3/2021,3.38,0,0.7849,0,0.3142,0,0.380529412,0.440058824,0.527117647,2.235294118,2.294117647,3.454248366
1/4/2021,1.9696,0,0.3844,0,0.1804,0,,,,,,
1/5/2021,1.0348,0,0.1812,0,0.0888,0,,,,,,
1/6/2021,0.743,0,0.1125,0,0.0608,0,,,,,,
1/7/2021,0.6071,0,0.0949,0,0.0484,0,,,,,,
1/8/2021,0.5023,0,0.0796,0,0.0393,0,0.3348,0.425333333,,1.340740741,2.162962963,
1/9/2021,0.3695,0,0.0568,0,0.0287,0,0.333511111,0.42393617,,1.772839506,2.160756501,
1/10/2021,0.3037,0,0.0456,0,0.0233,0,0.328913043,0.423826087,,1.164251208,1.97705314,
1/11/2021,0.2715,0,0.0407,0,0.0203,0,0.326851064,0.422466667,,0.913711584,1.675308642,
1/12/2021,0.2533,0,0.038,0,0.0187,0,0.3243125,0.423152174,0.450833333,0.565972222,1.396135266,3.222222222
1/13/2021,0.2749,0,0.0412,0,0.0204,0,0.322958333,0.424520833,0.450729167,0.356481481,1.130787037,3.133101852
1/14/2021,0.2246,0,0.0337,0,0.0166,0,0.327104167,0.424520833,0.44975,1.710648148,1.642361111,3.068287037
1/15/2021,0.2057,0,0.0309,0,0.015,0,0.361791667,0.429395833,0.453333333,2.303240741,2.416666667,3.274305556
1/16/2021,0.2281,0,0.0342,0,0.0164,0,0.365416667,0.434958333,0.456729167,1.359953704,2.119212963,3.460648148
1/17/2021,0.21,0,0.0315,0,0.015,0,0.368208333,0.434479167,0.460291667,1.438657407,1.960648148,3.387731481
1/18/2021,0.2043,0,0.0306,0,0.0144,0,0.359145833,0.432729167,0.461125,1.149305556,1.886574074,3.387731481
1/19/2021,0.1887,0,0.0283,0,0.0133,0,0.355583333,0.431541667,0.460895833,1.03125,1.679398148,3.315972222
1/20/2021,0.2175,0,0.0305,0,0.0161,0,0.351458333,0.433645833,0.4604375,0.87962963,1.578703704,3.215277778
1/21/2021,0.3155,0,0.0406,0,0.0244,0,0.342208333,0.430979167,0.460833333,0.907407407,1.456018519,3.106481481
1/22/2021,0.1287,0,0.0153,0,0.01,0,0.3405,0.427729167,0.459541667,0.783564815,1.449074074,3.056712963
1/23/2021,0.0729,0,0.0081,0,0.0057,0,0.3340625,0.4264375,0.457270833,0.396990741,1.179398148,2.984953704
1/24/2021,0.1538,0,0.0169,0,0.0123,0,0.329104167,0.426729167,0.457,0.271990741,1,2.825231481
1/25/2021,0.1626,0,0.0179,0,0.013,0,0.322083333,0.422520833,0.456916667,0.222222222,0.90162037,2.730324074
1/26/2021,0.1508,0,0.0166,0,0.0118,0,0.3283125,0.422979167,0.457104167,0.271990741,0.886574074,2.638888889
1/27/2021,0.0321,0,0.0035,0,0.0024,0,0.344770833,0.424458333,0.455,0.34837963,0.924768519,2.612268519
1/28/2021,0.0258,0,0.0028,0,0.002,0,0.331333333,0.423395833,0.453125,0.239583333,0.902777778,2.578703704
1/29/2021,0.0507,0,0.0056,0,0.004,0,0.257833333,0.420833333,0.453145833,-0.02662037,0.738425926,2.490740741
1/30/2021,0.08,0,0.0088,0,0.0064,0,0.223145833,0.4173125,0.453270833,-0.06712963,0.634259259,2.383101852
1/31/2021,0.1445,0,0.0159,0,0.0116,0,0.216291667,0.4156875,0.45275,-0.032407407,0.560185185,2.335648148
2/1/2021,0.0468,0,0.0052,0,0.0037,0,0.234208333,0.416666667,0.450479167,0.002314815,0.594907407,2.252314815
2/2/2021,0.0387,0,0.0044,0,0.003,0,0.2623125,0.414041667,0.449520833,0.063657407,0.657407407,2.222222222
2/3/2021,0.0378,0,0.0046,0,0.0028,0,0.2834375,0.416916667,0.450145833,0.111111111,0.666666667,2.21875
2/4/2021,0.1193,0,0.0149,0,0.0089,0,0.28925,0.416729167,0.450416667,0.111111111,0.670138889,2.210648148
2/5/2021,0.0795,0,0.0095,0,0.0062,0,0.290166667,0.4179375,0.450604167,0.113425926,0.667824074,2.186342593
2/6/2021,0.018,0,0.0092,0,0.0014,0,0.295729167,0.4171875,0.450541667,0.153935185,0.707175926,2.170138889
2/7/2021,0.0178,0,0.033,0,0.0008,0,0.2935,0.417020833,0.450625,0.164351852,0.72337963,2.167824074
2/8/2021,0.0157,0,0.0399,0,0.0005,0,0.288333333,0.416333333,0.4508125,0.159722222,0.72337963,2.167824074
2/9/2021,0.0178,0,0.0252,0,0.001,0,0.285833333,0.4155625,0.449895833,0.159722222,0.721064815,2.167824074
2/10/2021,0.0176,0,0.0044,0,0.0014,0,0.290833333,0.416208333,0.448333333,0.165509259,0.721064815,2.166666667
2/11/2021,0.0176,0,0.0021,0,0.0014,0,0.294541667,0.415979167,0.448125,0.167824074,0.724537037,2.162037037
2/12/2021,0.0214,0,0.0026,0,0.0017,0,0.295583333,0.4175,0.447833333,0.167824074,0.724537037,2.167824074
2/13/2021,0.026,0,0.0031,0,0.002,0,0.2975,0.419,0.447979167,0.167824074,0.72337963,2.164351852
2/14/2021,0.0173,0,0.002,0,0.0013,0,0.297208333,0.4205625,0.448125,0.166666667,0.725694444,2.166666667
2/15/2021,0.035,0,0.004,0,0.0025,0,0.2946875,0.417708333,0.448,0.167824074,0.729166667,2.164351852
2/16/2021,0.0411,0,0.0047,0,0.0028,0,0.293208333,0.415166667,0.447833333,0.166666667,0.724537037,2.158564815
2/17/2021,0.0138,0,0.0015,0,0.0009,0,0.291145833,0.4166875,0.447958333,0.166666667,0.724537037,2.157407407
2/18/2021,0.0173,0,0.0019,0,0.0011,0,0.283479167,0.415979167,0.448166667,0.165509259,0.722222222,2.143518519
2/19/2021,0.0172,0,0.0019,0,0.001,0,0.285541667,0.417,0.447958333,0.165509259,0.722222222,2.085648148
2/20/2021,0.0149,0,0.0017,0,0.0009,0,0.296895833,0.418729167,0.448083333,0.166666667,0.725694444,2.064814815
2/21/2021,0.0186,0,0.0022,0,0.001,0,0.300729167,0.418104167,0.44825,0.170138889,0.726851852,2.055555556
2/22/2021,0.0826,0,0.0097,0,0.0043,0,0.305104167,0.415875,0.448291667,0.165509259,0.725694444,2.055555556
2/23/2021,0.349,0,0.0415,0,0.0168,0,0.358020833,0.430395833,0.455574468,0.174768519,0.709490741,2.042553191
2/24/2021,4.6417,0,0.7001,0,0.2867,0,0.456875,0.454787234,0.477791667,0.190972222,0.689125296,1.953703704
2/25/2021,7.9132,0,1.524,0,0.5397,0,0.489297872,0.471270833,0.484625,0.222222222,0.680555556,1.876157407
2/26/2021,3.8507,0,0.6123,0,0.2798,0,0.396145833,0.453666667,0.485208333,0.309027778,0.716435185,1.861111111
2/27/2021,8.5557,0,1.3623,0,0.5587,0,0.48475,0.455604167,0.486479167,0.393518519,0.763888889,1.891203704
2/28/2021,8.4152,0,1.2728,0,0.6483,0,0.494041667,0.459645833,0.487166667,2.824074074,1.586805556,1.927083333
3/1/2021,4.1828,0,0.5686,0,0.3416,0,0.391458333,0.450666667,0.488083333,4.395833333,3.847222222,2.625
3/2/2021,1.398,0,0.1815,0,0.1207,0,0.339702128,0.437041667,0.4769375,1.996453901,2.601851852,3.096064815
3/3/2021,0.9566,0,0.1147,0,0.0814,0,0.337020833,0.433208333,0.4685625,3.075231481,2.547453704,2.998842593
3/4/2021,0.5757,0,0.0626,0,0.0476,0,0.332354167,0.433979167,0.464416667,2.59837963,2.961805556,3.157407407
3/5/2021,0.4742,0,0.0476,0,0.0382,0,0.325375,0.4305,0.461541667,2.054398148,2.273148148,3.144675926
3/6/2021,0.3948,0,0.0395,0,0.0313,0,0.324520833,0.429791667,0.4603125,2.604166667,2.403935185,3.038194444
3/7/2021,0.2978,0,0.1232,0,0.0206,0,0.322145833,0.4290625,0.460916667,2.763888889,2.55787037,3.0625
3/8/2021,0.3051,0,0.4872,0,0.0107,0,0.3214375,0.428458333,0.460638298,3.320601852,2.751157407,3.087470449
3/9/2021,0.2617,0,0.5493,0,0.0052,0,0.323833333,0.4310625,0.458791667,5.84837963,4.403935185,3.366898148
3/10/2021,0.3112,0,0.3034,0,0.0156,0,0.322020833,0.43225,0.459291667,6.365740741,5.158564815,3.969907407
3/11/2021,0.2919,0,0.0437,0,0.0211,0,0.324520833,0.435541667,0.461458333,9.115740741,7.030092593,4.600694444
3/12/2021,0.1359,0,0.0141,0,0.01,0,0.317270833,0.434541667,0.459479167,7.832175926,7.141203704,5.392361111
3/13/2021,0.1541,0,0.0146,0,0.0113,0,0.3131875,0.432708333,0.45975,6.857638889,6.475694444,5.673611111
3/14/2021,0.1642,0,0.0136,0,0.0122,0,0.310347826,0.431021739,0.459782609,6.702898551,6.268115942,5.685990338
3/15/2021,0.1962,0,0.0154,0,0.0147,0,0.3040625,0.427333333,0.460270833,4.068287037,5.194444444,5.668981481
3/16/2021,0.279,0,0.0257,0,0.021,0,0.303208333,0.423333333,0.459833333,5.028935185,4.688657407,5.255787037
3/17/2021,0.1882,0,0.0747,0,0.0142,0,0.302916667,0.425833333,0.458583333,5.878472222,5.289351852,5.229166667
3/18/2021,4.3225,0.0001,1.1607,0,0.349,0,0.427104167,0.458020833,0.49025,5.819444444,6.024305556,5.490740741
3/19/2021,2.6845,0,0.5116,0,0.2184,0,0.395729167,0.455583333,0.5213125,3.978009259,4.388888889,5.386574074
3/20/2021,1.1042,0,0.076,0,0.0902,0,0.3533125,0.439541667,0.479958333,4.69212963,4.362268519,5.032407407
3/21/2021,0.8209,0,0.0493,0,0.0646,0,0.345270833,0.4381875,0.468229167,5.87962963,5.207175926,5.05787037
3/22/2021,0.6981,0,0.0475,0,0.0527,0,0.3384375,0.437291667,0.467854167,7.150462963,6.085648148,5.321759259
3/23/2021,0.6346,0,0.0412,0,0.047,0,0.333270833,0.4361875,0.46625,8.049768519,6.993055556,5.753472222
3/24/2021,0.6029,0,0.0369,0,0.0442,0,0.329958333,0.438458333,0.463916667,10.69675926,8.59837963,6.296296296
3/25/2021,0.51,0,0.0333,0,0.0379,0,0.323657895,0.439342105,0.466868421,10.12865497,9.089181287,7.00877193
3/26/2021,0.4803,0,0.1338,0,0.0357,0,0.381875,0.453375,0.471958333,10.64814815,9.650462963,7.583333333
3/27/2021,0.4062,0,1.0545,0,0.0266,0,0.35825,0.448083333,0.472833333,11.08796296,9.259259259,7.949074074
3/28/2021,0.4353,0,1.8551,0,0.0256,0,0.3849,0.45665,0.4718,9.311111111,9.483333333,8.216666667
3/29/2021,0.1992,0,0.4972,0,0.013,0,0.352363636,0.444818182,0.473409091,8.121212121,7.103535354,7.914141414
3/30/2021,0.324,0,0.1942,0,0.0232,0,0.341913043,0.441043478,0.471304348,9.169082126,7.6352657,7.644927536
3/31/2021,0.1952,0,0.0397,0,0.0137,0,0.335,0.441722222,0.471277778,10.80246914,9.351851852,7.895061728
4/1/2021,0.0855,0,0.0067,0,0.0057,0,0.322130435,0.435869565,0.468608696,5.729468599,6.949275362,7.97826087
4/2/2021,0.0622,0,0.0031,0,0.0041,0,0.319823529,0.432058824,0.467705882,7.513071895,5.562091503,7.147058824
4/3/2021,0.1427,0,0.0072,0,0.0094,0,0.3154,0.430133333,0.464333333,7.403703704,5.877777778,6.755555556
4/4/2021,0.1243,0,0.0066,0,0.0083,0,0.312909091,0.431545455,0.463454545,11.94444444,7.934343434,6.707070707
4/5/2021,0.1954,0,0.0111,0,0.0132,0,0.29985,0.43305,0.4639,10.20833333,8.666666667,7.438888889
4/6/2021,0.1888,0,0.0113,0,0.0129,0,0.293153846,0.432230769,0.466642857,13.37606838,10.26923077,7.904761905
4/7/2021,0.1972,0,0.0125,0,0.0137,0,0.276076923,0.43,0.470923077,15.18803419,11.88461538,8.713675214
4/8/2021,0.3077,0,0.0206,0,0.0218,0,0.2611,0.4249,0.470368421,14.00277778,12.23333333,9.502923977
4/9/2021,0.1998,0,0.014,0,0.0143,0,0.252454545,0.422,0.468727273,14.31313131,12.34343434,9.994949495
4/10/2021,0.3484,0,0.0257,0,0.0254,0,0.240142857,0.417142857,0.465428571,14.36904762,12.46031746,10.26190476
4/11/2021,0.6872,0,0.0529,0,0.0508,0,0.360611111,0.414111111,0.467666667,12.44444444,12.23148148,10.61111111
4/12/2021,0.4314,0,0.0346,0,0.0323,0,0.356285714,0.416857143,0.461714286,10.97619048,11.3015873,10.55555556
4/13/2021,0.2196,0,0.0184,0,0.0167,0,,,,,,
4/14/2021,0.2415,0,0.0211,0,0.0186,0,0.301142857,0.423214286,0.456,14.12301587,12.34126984,10.55555556
4/15/2021,0.2458,0,0.0202,0,0.0192,0,0.289388889,0.415657143,,10.41358025,11.02380952,
4/16/2021,0.1613,0,0.0081,0,0.0126,0,0.27753125,0.409594595,,10.421875,10.19369369,
4/17/2021,0.1179,0,0.005,0,0.0093,0,0.264393939,0.408555556,,10.82154882,10.41049383,
4/18/2021,0.0949,0,0.0063,0,0.0076,0,0.252818182,0.405416667,,11.58417508,10.625,
4/19/2021,0.0983,0,0.0105,0,0.0076,0,0.240333333,0.402777778,,10.17901235,11.03703704,
4/20/2021,0.0578,0,0.0061,0,0.0046,0,,,,,,
4/21/2021,0.1361,0,0.0149,0,0.0111,0,,,,,,
4/22/2021,0.1218,0,0.0134,0,0.0099,0,0.287655172,0.382931034,0.448275862,7.421455939,7.584291188,8.931034483
4/23/2021,0.0785,0,0.0086,0,0.0063,0,0.267692308,0.38325641,0.445897436,8.13960114,7.896011396,8.555555556
4/24/2021,0.1548,0,0.017,0,0.0122,0,0.249513514,0.380297297,0.445756757,8.186186186,8.250750751,8.506006006
4/25/2021,0.1576,0,0.0172,0,0.0122,0,0.245763158,0.381368421,0.445513514,9.766081871,8.885964912,8.56006006
4/26/2021,0.084,0,0.0082,0,0.0061,0,0.233692308,0.37888,0.4436,11.5491453,9.88,8.76
4/27/2021,0.0753,0,0.0067,0,0.0053,0,0.220078947,0.376368421,0.443342105,13.13596491,11.06871345,9.122807018
4/28/2021,0.0417,0,0.0067,0,0.0028,0,0.210891892,0.369405405,0.442648649,14.5015015,12.61261261,9.816816817
4/29/2021,0.1667,0,0.0669,0,0.0115,0,0.272894737,0.369947368,0.443894737,14.62134503,13.39912281,10.62426901
4/30/2021,0.1124,0,0.0531,0,0.0079,0,0.329567568,0.366297297,0.443918919,12.94894895,12.48498498,10.98648649
5/1/2021,0.1001,0,0.0228,0,0.0074,0,0.304578947,0.364447368,0.442473684,11.57017544,11.46345029,10.90350877
5/2/2021,0.077,0,0.0081,0,0.0058,0,0.276864865,0.366810811,0.441081081,14.3963964,12.53003003,10.82132132
5/3/2021,0.0805,0,0.0075,0,0.0062,0,0.312135135,0.369135135,0.438472222,14.41291291,13.39339339,11.23611111
5/4/2021,0.0874,0,0.0081,0,0.0068,0,0.343961538,0.375923077,0.438038462,15.43589744,14.02350427,11.64316239
5/5/2021,0.0374,0,0.0037,0,0.003,0,0.327736842,0.386378378,0.438405405,13.98538012,13.5975976,11.95795796
5/6/2021,0.0337,0,0.0034,0,0.0031,0,0.310289474,0.387684211,0.437921053,11.7997076,12.19736842,11.86403509
5/7/2021,0.043,0,0.0045,0,0.0044,0,0.329432432,0.389162162,0.435540541,12.67117117,12.11561562,11.54204204
5/8/2021,0.0168,0,0.0018,0,0.0019,0,0.325297297,0.387540541,0.435027027,11.98048048,11.89489489,11.42642643
5/9/2021,6.4228,6.3725,0.6882,3.0586,0.822,0.636,0.468675676,0.458486486,0.491297297,9.486486486,10.63063063,11.22072072
5/10/2021,5.6095,0,0.6077,0,0.7642,0,0.388108108,0.460621622,0.513,9.465465465,9.265765766,10.46246246
5/11/2021,1.9,0,0.2087,0,0.2743,0,0.345894737,0.445578947,0.477184211,11.40204678,10.70175439,10.33918129
5/12/2021,0.9611,0,0.1057,0,0.1262,0,0.325421053,0.439315789,0.471921053,11.29824561,10.80409357,10.44005848
5/13/2021,0.657,0,0.3246,0,0.071,0,0.305236842,0.433342105,0.468540541,11.88888889,11.1505848,10.4984985
5/14/2021,0.5428,0,1.3803,0,0.0288,0,0.280368421,0.426552632,0.465736842,12.86695906,11.80409357,10.70321637
5/15/2021,0.4681,0,1.8615,0,0.0067,0,0.256054054,0.419555556,0.463222222,13.23423423,12.19290123,10.93209877
5/16/2021,0.4097,0,0.8644,0,0.0234,0,0.240692308,0.411487179,0.461435897,14.8974359,13.29202279,11.27350427
5/17/2021,0.3571,0,0.1021,0,0.0355,0,0.227837838,0.404864865,0.460540541,15.1036036,13.83633634,11.71321321
5/18/2021,0.3051,0,0.0305,0,0.0312,0,0.217081081,0.395027027,0.458783784,15.94444444,14.22072072,12.10660661
5/19/2021,0.2789,0,0.0279,0,0.0281,0,0.206487179,0.387589744,0.456605263,17.1980057,15.29202279,12.49415205
5/20/2021,0.243,0,0.0243,0,0.0241,0,0.197526316,0.378421053,0.455684211,18.12280702,16.14912281,13.06140351
5/21/2021,0.1975,0,0.0197,0,0.0192,0,0.190540541,0.370378378,0.454162162,18.77627628,16.77477477,13.55255255
5/22/2021,0.2448,0,0.0245,0,0.0236,0,0.183394737,0.362378378,0.450189189,18.56725146,17.04054054,14.04954955
5/23/2021,0.2653,0,0.0265,0,0.0253,0,0.18127027,0.359162162,0.444972973,19.56456456,17.48648649,14.38588589
5/24/2021,0.2175,0,0.0218,0,0.0201,0,0.181,0.357421053,0.442473684,19.96491228,18.21783626,14.85087719
5/25/2021,0.2113,0,0.0211,0,0.019,0,0.179131579,0.355,0.439236842,20.16081871,18.38011696,15.24122807
5/26/2021,0.1797,0,0.018,0,0.016,0,0.176052632,0.353710526,0.436351351,19.65935673,18.40643275,15.53153153
5/27/2021,0.1189,0,0.0117,0,0.0105,0,0.175421053,0.351078947,0.431473684,18.57602339,17.74122807,15.64473684
5/28/2021,0.1974,0,0.0187,0,0.0176,0,0.169805556,0.348972222,0.427194444,15.375,16.22993827,15.4845679
5/29/2021,0.0661,0,0.0061,0,0.0059,0,0.168435897,0.341846154,0.422461538,12.5997151,13.74501425,14.71509972
5/30/2021,0.0375,0,0.0038,0,0.0032,0,0.169297297,0.341216216,0.416540541,13.40540541,13.25525526,13.84084084
5/31/2021,0.039,0,0.0042,0,0.0034,0,0.168621622,0.340945946,0.410378378,14.01801802,13.65465465,13.51801802
6/1/2021,0.0573,0,0.006,0,0.0055,0,0.168538462,0.341794872,0.406974359,15.09401709,14.42022792,13.56267806
6/2/2021,0.5601,0,0.056,0,0.0596,0,0.210921053,0.3465,0.402605263,15.40789474,14.82748538,13.69152047
6/3/2021,1.4562,0,0.1456,0,0.1593,0,0.332421053,0.349486486,0.402405405,16.59502924,15.45045045,13.8993994
6/4/2021,0.6473,0,0.0653,0,0.0733,0,0.312157895,0.355,0.402078947,18,16.40789474,14.26169591
6/5/2021,0.4873,0,0.0514,0,0.0523,0,0.282055556,0.357527778,0.403805556,19.07098765,17.3904321,14.74691358
6/6/2021,0.407,0,0.0446,0,0.0415,0,0.243921053,0.3595,0.401921053,19.83625731,18.12280702,15.24853801
6/7/2021,0.3714,0,0.0409,0,0.0379,0,0.218846154,0.356871795,0.401105263,20.7008547,18.92592593,15.77631579
6/8/2021,0.3108,0,0.0342,0,0.0315,0,0.207081081,0.359324324,0.399459459,20.76876877,19.26576577,16.25675676
6/9/2021,0.2671,0,0.0294,0,0.0261,0,0.203131579,0.358684211,0.398605263,21.34356725,19.67105263,16.64473684
6/10/2021,0.2899,0,0.0323,0,0.026,0,0.195243243,0.360027027,0.398083333,21.40690691,19.93093093,16.96759259
6/11/2021,0.2593,0,0.0301,0,0.0192,0,0.186315789,0.357736842,0.396105263,21.5877193,20.16081871,17.25
6/12/2021,0.1815,0,0.0218,0,0.0121,0,0.176891892,0.355189189,0.394216216,22.1981982,20.52252252,17.47747748
6/13/2021,0.1457,0,0.0175,0,0.0119,0,0.167805556,0.354083333,0.392138889,22.71759259,20.97993827,17.80401235
6/14/2021,0.1365,0,0.0162,0,0.0126,0,0.158820513,0.349026316,0.388710526,21.21794872,20.39766082,18.0380117
6/15/2021,0.078,0,0.0089,0,0.007,0,0.154378378,0.345540541,0.385459459,20.13963964,19.62762763,17.95795796
6/16/2021,0.0644,0,0.0072,0,0.0056,0,0.148444444,0.340083333,0.383222222,18.70833333,18.59876543,17.64351852
6/17/2021,0.0694,0,0.0081,0,0.0059,0,0.146540541,0.338405405,0.378135135,19.1951952,18.42192192,17.3018018
6/18/2021,0.1991,0,0.0224,0,0.0167,0,0.147457143,0.340514286,0.374685714,19.14126984,18.68253968,17.32380952
6/19/2021,0.0968,0,0.0092,0,0.008,0,0.153184211,0.340447368,0.374710526,20.48684211,19.17982456,17.3245614
6/20/2021,0.072,0,0.0061,0,0.0059,0,0.158025641,0.344078947,0.374657895,21.76353276,20.13888889,17.55263158
6/21/2021,0.0524,0,0.005,0,0.0042,0,0.159,0.345777778,0.375527778,21.75154321,20.72222222,18.05401235
